State,Year,Inflation Adjusted Total Spending,Num Students,Num Teachers,Population,Personal Income,NAEP Scores,Effort,Alternative Effort,Alternative Effort Ranked,Effort Ranked,Inflation Adjusted Exp Per Student
Missouri,1992,5946639403,859357,52643,5217101,183322684477,,3.62,3.62,43.0,43.0,6919.870790602741
Montana,1992,1258362242,160011,9883,825770,25152846763,,5.58,5.58,3.0,3.0,7864.2233471448835
Nebraska,1992,2291900749,282414,19069,1611687,57808830433,,4.42,4.42,17.0,17.0,8115.393532190331
Nevada,1992,1659776175,222974,11409,1351367,54705377647,,3.38,3.38,49.0,49.0,7443.810376994627
New Hampshire,1992,1559352832,181247,11464,1117784,44813851046,,3.88,3.88,35.0,35.0,8603.468371890292
New Jersey,1992,15891383282,1130560,80515,7880508,377831511538,,4.69,4.69,10.0,10.0,14056.205139046137
New Mexico,1992,1987824531,315668,17498,1595442,48106659143,,4.61,4.61,11.0,11.0,6297.20000443504
New York,1992,33493314308,2689686,171914,18246653,820727661867,,4.55,4.55,13.0,13.0,12452.4997743231
North Carolina,1992,7902550068,1114083,65326,6897214,238129829387,,3.7,3.7,42.0,42.0,7093.322551371845
North Dakota,1992,819123115,118734,7733,638223,20446245503,,4.47,4.47,15.0,15.0,6898.808386814223
Ohio,1992,14702048985,1795199,103372,11029431,397020473670,,4.13,4.13,30.0,30.0,8189.648604416558
Oklahoma,1992,3914266876,597096,37650,3220517,100571721154,,4.34,4.34,21.0,21.0,6555.506779479347
Oregon,1992,4566061250,510122,26745,2991755,104956687610,,4.85,4.85,9.0,9.0,8950.92007402151
Pennsylvania,1992,17540399579,1717613,100475,12049450,459571443138,,4.26,4.26,26.0,26.0,10212.078960161572
Rhode Island,1992,1498212422,143798,9709,1012581,38763275783,,4.31,4.31,22.0,22.0,10418.868287458796
South Carolina,1992,4311233244,640464,37115,3620464,112524618135,,4.27,4.27,25.0,25.0,6731.4216630442925
South Dakota,1992,886292684,134573,8868,712801,23228422452,,4.26,4.26,27.0,27.0,6585.962146938836
Tennessee,1992,5031181571,855231,43062,5049742,168809631892,,3.32,3.32,50.0,50.0,5882.833492939334
Texas,1992,24235231881,3541769,219192,17759738,604224721810,,4.47,4.47,16.0,16.0,6842.691288167015
Utah,1992,2205803973,463870,18305,1836799,54070364290,,4.55,4.55,14.0,14.0,4755.22015435359
Vermont,1992,987593235,98558,7031,572751,20177019941,,5.46,5.46,5.0,5.0,10020.426905984294
Virginia,1992,8379353589,1031925,64537,6414307,257861729734,,3.62,3.62,44.0,44.0,8120.118796424159
Washington,1992,7500076093,896475,42931,5160757,205973707842,,4.06,4.06,32.0,32.0,8366.185440754065
West Virginia,1992,2605972398,318296,20997,1806451,52776107276,,5.51,5.51,4.0,4.0,8187.2609080855555
Wisconsin,1992,7941138276,829415,52028,5025398,182010299608,,4.87,4.87,8.0,8.0,9574.38468800299
Wyoming,1992,878172164,100313,6564,466251,16388118877,,5.98,5.98,2.0,2.0,8754.320616470448
Alabama,1993,4368181111,734288,41961,4214202,132794832160,,3.64,3.64,41.0,41.0,5948.866263645872
Alaska,1993,1558581681,125948,7282,599432,26085655183,,6.62,6.62,1.0,1.0,12374.8029424842
Arizona,1993,4526122678,709453,36076,4065440,133912493317,,3.74,3.74,39.0,39.0,6379.7357654418265
Arkansas,1993,2771428294,444271,26017,2456303,72393155419,,4.24,4.24,26.0,26.0,6238.148098795555
California,1993,39085445630,5327231,218566,31274928,1251034809095,,3.46,3.46,47.0,47.0,7336.915863044047
Colorado,1993,4593734089,625062,33419,3613734,142205608630,,3.58,3.58,45.0,45.0,7349.245497246673
Connecticut,1993,6131456460,496298,34193,3309175,169209379868,,4.01,4.01,33.0,33.0,12354.384784947753
Delaware,1993,1001076591,105547,6252,706378,28622554808,,3.87,3.87,36.0,36.0,9484.65224970866
District of Columbia,1993,1109145374,80678,6064,595301,31403497398,,3.91,3.91,35.0,35.0,13747.804531594735
Florida,1993,16062707950,2040763,107590,13927185,523879940983,,3.4,3.4,48.0,48.0,7870.932562967871
Georgia,1993,8774324050,1235304,66942,6978240,243648915506,,3.99,3.99,34.0,34.0,7102.967407213123
Hawaii,1993,1551785316,180410,10083,1172838,51235986154,,3.35,3.35,49.0,49.0,8601.43737043401
Idaho,1993,1335600389,236774,11827,1108768,36016848062,,4.11,4.11,30.0,30.0,5640.823692635171
Illinois,1993,15666256105,1893078,111461,11809579,478634653396,,3.62,3.62,42.0,42.0,8275.547074658309
Indiana,1993,7873922871,965633,54552,5739019,201826313119,,4.32,4.32,20.0,20.0,8154.156776953563
Iowa,1993,3929331080,498519,31403,2836972,93954108024,,4.63,4.63,11.0,11.0,7882.008669679591
Kansas,1993,3614996384,457614,29753,2556547,92666624946,,4.32,4.32,21.0,21.0,7899.66299982081
Kentucky,1993,4589576557,655265,37868,3812206,118420284358,,4.29,4.29,22.0,22.0,7004.153368484506
Louisiana,1993,5144436558,800560,46904,4316428,133619954635,,4.26,4.26,25.0,25.0,6426.047464275008
Maine,1993,1878682717,216995,15375,1242302,41881701110,,4.97,4.97,6.0,6.0,8657.723528191895
Maryland,1993,7436031596,772638,44495,4971889,218119657424,,3.78,3.78,38.0,38.0,9624.211591974508
Massachusetts,1993,8764209509,877726,57225,6060569,268321068273,,3.62,3.62,43.0,43.0,9985.131474970549
Michigan,1993,15261950401,1599377,82301,9540114,351867717234,,4.8,4.8,7.0,7.0,9542.43458609196
Minnesota,1993,6728764561,810233,45050,4555954,173802219799,,4.29,4.29,23.0,23.0,8304.727851124306
Mississippi,1993,2682409588,505907,27829,2655100,72303812055,,4.11,4.11,31.0,31.0,5302.179230570046
Missouri,1993,6190103911,866378,52984,5271175,185676196309,,3.69,3.69,40.0,40.0,7144.807360066853
Montana,1993,1277962909,163009,10135,844761,26356987853,,5.37,5.37,5.0,5.0,7839.830371329191
Nebraska,1993,2353727422,285097,19323,1625590,57861995999,,4.5,4.5,16.0,16.0,8255.882811814927
Nevada,1993,1709648759,235800,11953,1411215,57301427223,,3.3,3.3,50.0,50.0,7250.418825275658
New Hampshire,1993,1565755862,185360,11654,1129458,44822384074,,3.87,3.87,37.0,37.0,8447.107585239533
New Jersey,1993,16243361364,1151307,83057,7948915,378224878906,,4.76,4.76,9.0,9.0,14108.627294023228
New Mexico,1993,2057543914,322292,17912,1636453,50107200531,,4.55,4.55,14.0,14.0,6384.0986248495155
New York,1993,34295983134,2733813,176375,18374954,817046634161,,4.65,4.65,10.0,10.0,12545.1093889743
North Carolina,1993,7999434400,1133231,66630,7042818,245882499622,,3.6,3.6,44.0,44.0,7058.961853320285
North Dakota,1993,812124514,119127,7794,641216,20071838587,,4.48,4.48,18.0,18.0,6817.300141865404
Ohio,1993,14944561109,1807319,106233,11101140,400422359529,,4.13,4.13,29.0,29.0,8268.911635964652
Oklahoma,1993,4166696605,604076,38433,3252285,101244804691,,4.56,4.56,13.0,13.0,6897.636398400201
Oregon,1993,4435048657,516611,26634,3060367,108795188104,,4.51,4.51,15.0,15.0,8584.890095255425
Pennsylvania,1993,17468941522,1744082,100912,12119724,461994538638,,4.19,4.19,27.0,27.0,10016.123967795093
Rhode Island,1993,1539271344,145676,10069,1015112,39135174836,,4.36,4.36,19.0,19.0,10566.403141217497
South Carolina,1993,4338899165,643696,37295,3663314,114561137700,,4.19,4.19,28.0,28.0,6740.60296320002
South Dakota,1993,909317972,142825,8767,722159,23519553836,,4.28,4.28,24.0,24.0,6366.658302117977
Tennessee,1993,5139090458,866557,43566,5137584,173979342150,,3.27,3.27,51.0,51.0,5930.47019180504
Texas,1993,25175924134,3608262,219385,18161612,619492289666,,4.5,4.5,17.0,17.0,6977.299357419168
Utah,1993,2349428004,471365,19191,1898404,56476304748,,4.61,4.61,12.0,12.0,4984.307286285575
Vermont,1993,1000940746,102755,7521,577748,20303714168,,5.46,5.46,3.0,3.0,9741.041759525084
Virginia,1993,8459566158,1045471,68181,6509630,262421451270,,3.57,3.57,46.0,46.0,8091.631578494286
Washington,1993,7606528331,915952,44295,5278842,209760316776,,4.02,4.02,32.0,32.0,8304.50540093804
West Virginia,1993,2586768578,314383,20961,1817539,53012945719,,5.4,5.4,4.0,4.0,8228.080328770957
Wisconsin,1993,8038186946,844001,53387,5084889,185489861510,,4.8,4.8,8.0,8.0,9523.906898214576
Wyoming,1993,868055264,100899,5821,473081,16790816503,,5.73,5.73,2.0,2.0,8603.209784041468
Alabama,1994,4568037150,736531,43003,4260229,137070111921,,3.7,3.7,39.0,39.0,6202.097603495305
Alaska,1994,1540661231,127057,7193,603308,26300858808,,6.5,6.5,1.0,1.0,12125.748530187238
Arizona,1994,4746534782,737424,37493,4245089,142996032065,,3.69,3.69,41.0,41.0,6436.642666905335
Arkansas,1994,2828103949,447565,26014,2494019,75086747033,,4.18,4.18,27.0,27.0,6318.867536558935
California,1994,39168843426,5407475,221787,31484435,1258711858616,,3.46,3.46,47.0,47.0,7243.462693031405
Colorado,1994,4880025712,640521,33661,3724168,149167445654,,3.63,3.63,42.0,42.0,7618.837964719346
Connecticut,1994,6411140978,506824,34526,3316121,169723283147,,4.19,4.19,26.0,26.0,12649.639673732894
Delaware,1994,1048273844,106813,6380,717545,29101993263,,4.0,4.0,34.0,35.0,9814.1035641729
District of Columbia,1994,1006712067,80450,6056,589239,31338730152,,3.57,3.57,45.0,45.0,12513.51233064015
Florida,1994,16633770789,2111188,110653,14239444,538584982478,,3.43,3.43,48.0,48.0,7878.867627610615
Georgia,1994,9263042659,1270948,74172,7157165,255906571231,,4.02,4.02,33.0,33.0,7288.29398134306
Hawaii,1994,1552818396,183795,10111,1187536,51139437947,,3.37,3.37,49.0,49.0,8448.643303680732
Idaho,1994,1436018403,240448,12007,1145140,37602881941,,4.24,4.24,21.0,21.0,5972.261790491083
Illinois,1994,16060999938,1916172,110874,11912585,491757786080,,3.63,3.63,43.0,43.0,8381.815378786456
Indiana,1994,7915209753,969022,55107,5793526,209185167588,,4.2,4.2,24.0,24.0,8168.245667281032
Iowa,1994,3958555343,500440,31616,2850746,99937193949,,4.4,4.4,17.0,17.0,7910.14975421629
Kansas,1994,3632619357,460838,30283,2580513,94495140028,,4.27,4.27,19.0,19.0,7882.638491183453
Kentucky,1994,4511591545,657642,37324,3849088,121404476718,,4.13,4.13,30.0,30.0,6860.254583800913
Louisiana,1994,5246747165,797933,46913,4347481,138862824409,,4.2,4.2,25.0,25.0,6575.423205958395
Maine,1994,1934675093,212601,15344,1242662,42530213419,,5.05,5.05,6.0,6.0,9100.028188954897
Maryland,1994,7673123264,790938,44171,5023060,222792760717,,3.82,3.82,36.0,36.0,9701.295504830972
Massachusetts,1994,9150760975,893727,58766,6095241,274951301631,,3.7,3.7,40.0,40.0,10238.877168307548
Michigan,1994,15758999253,1614784,80267,9597737,369164836264,,4.74,4.74,7.0,7.0,9759.199529472673
Minnesota,1994,6978095517,821693,46956,4610355,181670574271,,4.27,4.27,20.0,20.0,8492.339008607838
Mississippi,1994,2900383031,505962,28376,2688992,76301837860,,4.22,4.22,22.0,22.0,5732.412772105415
Missouri,1994,6453239137,878541,54860,5324497,192242898657,,3.73,3.73,38.0,38.0,7345.404639054978
Montana,1994,1274366278,164341,9950,861306,26423266451,,5.36,5.36,5.0,5.0,7754.402601907011
Nebraska,1994,2407468570,287100,19616,1639041,60069940153,,4.45,4.45,16.0,16.0,8385.470463253221
Nevada,1994,1790410163,250747,12579,1499298,61857396912,,3.21,3.21,51.0,51.0,7140.305419406813
New Hampshire,1994,1590911750,189319,11972,1142560,46661217060,,3.79,3.79,37.0,37.0,8403.339073204486
New Jersey,1994,16267346617,1174206,84564,8014306,381946601652,,4.73,4.73,8.0,8.0,13853.912019696714
New Mexico,1994,2175238689,327248,18404,1682398,52171256389,,4.63,4.63,11.0,11.0,6647.064883513421
New York,1994,34701763092,2766208,179413,18459470,821810667785,,4.69,4.69,10.0,10.0,12544.88566731063
North Carolina,1994,8212066210,1156767,69421,7187398,255297245651,,3.57,3.57,46.0,46.0,7099.15325212424
North Dakota,1994,807001097,119288,7755,644804,21273159844,,4.21,4.21,23.0,23.0,6765.149025886929
Ohio,1994,15141256180,1814290,107444,11152454,412501549902,,4.08,4.08,32.0,32.0,8345.554558532538
Oklahoma,1994,4171706195,609718,39031,3280940,103110637524,,4.49,4.49,15.0,15.0,6842.0256495625845
Oregon,1994,4450680924,521945,26488,3121264,113642102850,,4.35,4.35,18.0,18.0,8527.107116650222
Pennsylvania,1994,17490071880,1764946,101301,12166050,466479760111,,4.16,4.16,28.0,28.0,9909.692353193808
Rhode Island,1994,1586388849,147487,9823,1015960,39148405588,,4.5,4.5,14.0,14.0,10756.126634889855
South Carolina,1994,4407948914,648725,38620,3705397,118523828156,,4.13,4.13,31.0,31.0,6794.788105900035
South Dakota,1994,925029943,143482,9557,730790,24732277765,,4.15,4.15,29.0,29.0,6447.0103776083415
Tennessee,1994,5344493288,881425,46066,5231438,180553985993,,3.29,3.29,50.0,50.0,6063.469141447088
Texas,1994,26524512408,3677171,224830,18564062,638509460952,,4.61,4.61,12.0,12.0,7213.293156070251
Utah,1994,2442365622,474675,19053,1960446,59604723294,,4.55,4.55,13.0,13.0,5145.342859851477
Vermont,1994,1004629488,104533,7330,583836,20763693131,,5.37,5.37,4.0,4.0,9610.644370677202
Virginia,1994,8679834793,1060809,70859,6593139,269369377480,,3.58,3.58,44.0,44.0,8182.278612832281
Washington,1994,7756969119,938314,45524,5375161,215070228672,,4.01,4.0,35.0,34.0,8266.922500357023
West Virginia,1994,2654458822,310511,21029,1820421,53948371228,,5.46,5.46,3.0,3.0,8548.67886161843
Wisconsin,1994,8184652032,860581,52822,5133678,192248493466,,4.73,4.73,9.0,9.0,9510.612053949599
Wyoming,1994,871171670,100314,6537,480283,17127745332,,5.65,5.65,2.0,2.0,8684.447534740913
Alabama,1995,4772202095,746149,42791,4296800,140958648112,,3.76,3.76,38.0,38.0,6395.776306072916
Alaska,1995,1539041864,127618,7205,604412,26313481561,,6.49,6.49,1.0,1.0,12059.755395006974
Arizona,1995,4901220833,743566,38132,4432499,151704169061,,3.58,3.58,42.0,42.0,6591.507455962214
Arkansas,1995,2937738089,453257,26181,2535399,77781588123,,4.19,4.19,25.0,25.0,6481.395960790456
California,1995,40256720482,5536406,225016,31696582,1287395801115,,3.47,3.47,45.0,45.0,7271.273183722436
Colorado,1995,4949173793,656279,34894,3826653,157739062605,,3.48,3.48,44.0,44.0,7541.264908674512
Connecticut,1995,6430148789,517935,35316,3324144,174220156670,,4.1,4.1,29.0,29.0,12414.972513925493
Delaware,1995,1069561252,108461,6416,729734,29968324178,,3.96,3.96,34.0,34.0,9861.251989194272
District of Columbia,1995,1000144753,79802,6110,580517,30708956711,,3.61,3.61,41.0,41.0,12532.82816220145
Florida,1995,16907543783,2176222,110674,14537875,563321872219,,3.33,3.33,49.0,49.0,7769.2182980412845
Georgia,1995,9763722044,1311126,77914,7328413,268725923327,,4.03,4.03,33.0,33.0,7446.8220781221635
Hawaii,1995,1532649947,187180,10240,1196854,50899315289,,3.34,3.34,48.0,48.0,8188.107420664601
Idaho,1995,1501592565,243097,12582,1177322,39320149840,,4.24,4.24,20.0,20.0,6176.92758446217
Illinois,1995,15798178039,1943623,110830,12008437,507623205343,,3.45,3.45,46.0,46.0,8128.211098037016
Indiana,1995,8090703132,977263,55496,5851459,212749374951,,4.22,4.22,23.0,23.0,8278.941423137887
Iowa,1995,4055068817,502343,31726,2867373,101139960720,,4.45,4.45,14.0,14.0,8072.310785658405
Kansas,1995,3664281177,463008,30579,2601007,95863840340,,4.24,4.24,21.0,21.0,7914.077460864607
Kentucky,1995,4670776066,659821,38784,3887427,123775841416,,4.19,4.19,26.0,26.0,7078.853304153702
Louisiana,1995,5222076008,797366,47599,4378779,141749744585,,4.09,4.09,30.0,30.0,6549.15811308734
Maine,1995,1934820549,213569,15404,1243480,43173549921,,4.97,4.97,6.0,6.0,9059.463447410439
Maryland,1995,7822008978,805544,46565,5070033,226338027690,,3.83,3.83,36.0,36.0,9710.219402043836
Massachusetts,1995,9477733072,915007,60489,6141445,283228039348,,3.71,3.71,40.0,40.0,10358.09897847776
Michigan,1995,16403157610,1641456,80522,9676211,379808599570,,4.79,4.79,7.0,7.0,9993.053490315915
Minnesota,1995,7135230147,835166,46958,4660180,186910353377,,4.24,4.24,22.0,22.0,8543.487339043975
Mississippi,1995,2945945565,506272,28866,2722659,78521396082,,4.16,4.16,27.0,27.0,5818.898862666709
Missouri,1995,6673251344,889881,56606,5378247,197221983389,,3.75,3.75,39.0,39.0,7499.0378983257315
Montana,1995,1279648383,165547,10079,876553,27072254726,,5.24,5.24,5.0,5.0,7729.819223543767
Nebraska,1995,2427222888,289744,19774,1656992,61738178036,,4.36,4.36,18.0,18.0,8377.12907946325
Nevada,1995,1909592204,265041,13414,1581578,66194012017,,3.2,3.2,51.0,51.0,7204.893597594334
New Hampshire,1995,1641424311,194171,12109,1157561,48159750017,,3.78,3.78,37.0,37.0,8453.498776851333
New Jersey,1995,16507251822,1197381,85258,8083242,394418404979,,4.64,4.64,9.0,9.0,13786.131416817203
New Mexico,1995,2234903142,329640,19025,1720394,54538326083,,4.55,4.55,12.0,12.0,6779.829941754641
New York,1995,34642386281,2813230,182273,18524104,842415166774,,4.56,4.56,11.0,11.0,12314.09670769898
North Carolina,1995,8222278819,1183090,71592,7344674,266315528070,,3.43,3.43,47.0,47.0,6949.833756518946
North Dakota,1995,820377855,119100,7796,647832,20730784499,,4.39,4.39,16.0,16.0,6888.143198992443
Ohio,1995,15328274245,1836015,109085,11202751,420699563232,,4.04,4.04,32.0,32.0,8348.665040862956
Oklahoma,1995,4129682862,616393,39406,3308208,104600038915,,4.38,4.38,17.0,17.0,6699.756262644125
Oregon,1995,4501861867,527914,26208,3184369,119012276349,,4.2,4.2,24.0,24.0,8527.642508060026
Pennsylvania,1995,18223748069,1787533,102988,12198403,474421066126,,4.26,4.26,19.0,19.0,10194.915600998695
Rhode Island,1995,1611446033,149799,10066,1017002,40114379695,,4.46,4.46,13.0,13.0,10757.388453861508
South Carolina,1995,4544121079,645586,39437,3748582,122188865939,,4.13,4.13,28.0,28.0,7038.754060651873
South Dakota,1995,899311997,144685,9985,737925,24545099764,,4.07,4.07,31.0,31.0,6215.654677402634
Tennessee,1995,5491077541,893770,47406,5326936,188604688412,,3.23,3.23,50.0,50.0,6143.72550096781
Texas,1995,27689599707,3748167,234213,18958751,664285703893,,4.63,4.63,10.0,10.0,7387.504267285849
Utah,1995,2532785227,477121,19524,2014177,63176070500,,4.45,4.45,15.0,15.0,5308.475684365182
Vermont,1995,1008624647,105565,7566,589002,21257852318,,5.26,5.26,4.0,4.0,9554.536513048832
Virginia,1995,8791659846,1079854,72505,6670693,275413219967,,3.54,3.54,43.0,43.0,8141.526397087014
Washington,1995,7905000360,956572,46439,5481027,221227151977,,3.96,3.96,35.0,35.0,8263.884328623459
West Virginia,1995,2659768495,307112,21024,1823700,54248240884,,5.44,5.44,3.0,3.0,8660.581465393732
Wisconsin,1995,8351631789,870175,54054,5184836,196788092453,,4.71,4.71,8.0,8.0,9597.646207946678
Wyoming,1995,856863207,99859,6754,485160,17456895155,,5.45,5.45,2.0,2.0,8580.730900569803
Alabama,1996,4911581249,737386,44056,4331102,143438578044,,3.81,3.81,35.0,35.0,6660.80078683349
Alaska,1996,1528440846,129919,7379,608569,26332658038,,6.46,6.46,1.0,1.0,11764.567507446947
Arizona,1996,5041741562,790103,38017,4586940,160066215604,,3.51,3.51,44.0,44.0,6381.119375575083
Arkansas,1996,2964486145,456721,26449,2572109,80344707444,,4.11,4.11,25.0,25.0,6490.803236549228
California,1996,42748536149,5513045,230849,32018834,1331910434859,,3.57,3.57,42.0,42.0,7754.069874089546
Colorado,1996,5112830984,672437,35388,3919972,165730233411,,3.43,3.43,45.0,45.0,7603.434944834981
Connecticut,1996,6464223908,523912,36070,3336685,177787261283,,4.05,4.05,30.0,30.0,12338.377261830232
Delaware,1996,1127293599,110549,6463,740977,31198332198,,4.02,4.02,32.0,32.0,10197.230178472895
District of Columbia,1996,904664612,75067,5305,572377,31123522598,,3.24,3.24,50.0,50.0,12051.428883530712
Florida,1996,17178037174,2245231,114938,14853360,584200044013,,3.27,3.27,49.0,49.0,7650.899695398825
Georgia,1996,10334263694,1346761,79480,7501069,282680273328,,4.07,4.07,27.0,27.0,7673.4206692947
Hawaii,1996,1510846677,187559,10500,1203755,49597319808,,3.39,3.39,48.0,48.0,8055.314205130119
Idaho,1996,1558766535,245377,12784,1203083,40671539238,,4.27,4.27,18.0,18.0,6352.537258993304
Illinois,1996,16751501815,1968946,113538,12101997,525839084613,,3.55,3.55,43.0,43.0,8507.852330637814
Indiana,1996,8654361046,978232,55821,5906013,218911992581,,4.4,4.4,15.0,15.0,8846.941263422174
Iowa,1996,4124816812,491649,32318,2880000,107303454406,,4.28,4.28,17.0,17.0,8389.759385252488
Kansas,1996,3671138215,458291,30729,2614554,99426453053,,4.11,4.11,26.0,26.0,8010.495983992703
Kentucky,1996,4833908477,618461,39120,3919535,127819264725,,4.21,4.21,19.0,19.0,7816.027974278087
Louisiana,1996,5356233055,794364,46980,4398877,144123904613,,4.14,4.14,23.0,23.0,6742.794304626091
Maine,1996,1961785843,209292,15392,1249060,44393076021,,4.92,4.92,6.0,6.0,9373.439228446381
Maryland,1996,7902922900,805345,47819,5111986,230757595040,,3.81,3.81,36.0,36.0,9813.08991798546
Massachusetts,1996,9785713133,930003,62710,6179756,293106580355,,3.72,3.72,40.0,40.0,10522.238243317495
Michigan,1996,16702727970,1597917,83179,9758645,388846974997,,4.78,4.78,7.0,7.0,10452.81323748355
Minnesota,1996,7271245767,830471,46971,4712827,196191867640,,4.12,4.13,24.0,24.0,8755.568547246081
Mississippi,1996,2909546836,489748,28997,2748085,81111425573,,3.99,3.99,33.0,33.0,5940.906008804528
Missouri,1996,6826136932,890615,57951,5431553,203347742980,,3.74,3.74,39.0,39.0,7664.520507739035
Montana,1996,1289569404,164111,10076,886254,27617424619,,5.2,5.2,5.0,5.0,7857.909609959113
Nebraska,1996,2440429358,291967,20028,1673740,65482640652,,4.15,4.15,21.0,21.0,8358.579421646968
Nevada,1996,2050149876,281509,13878,1666320,71334164065,,3.2,3.2,51.0,51.0,7282.715209815672
New Hampshire,1996,1677913602,203963,12346,1174719,49672129407,,3.76,3.76,38.0,38.0,8226.558748400445
New Jersey,1996,16825384414,1140777,86706,8149596,406255136749,,4.61,4.61,9.0,9.0,14749.05648869148
New Mexico,1996,2225923801,323511,19398,1752326,55772161963,,4.44,4.44,13.0,13.0,6880.519676301578
New York,1996,34641842955,2689155,181559,18588460,863491570902,,4.47,4.47,12.0,12.0,12882.055126982268
North Carolina,1996,8525560132,1209960,73201,7500670,277432363853,,3.42,3.42,46.0,46.0,7046.150395054382
North Dakota,1996,825405861,120123,7501,650382,22580458950,,4.07,4.07,28.0,28.0,6871.339052471217
Ohio,1996,15647848438,1838806,107347,11242827,428866418539,,4.06,4.06,29.0,29.0,8509.787567584617
Oklahoma,1996,4273606404,618452,39364,3340129,107916861017,,4.41,4.41,14.0,14.0,6910.1666806801495
Oregon,1996,4550966222,536263,26680,3247111,124968954760,,4.05,4.05,31.0,31.0,8486.444565446433
Pennsylvania,1996,18324358466,1776051,104921,12220464,485420549516,,4.2,4.2,20.0,20.0,10317.47312774239
Rhode Island,1996,1646368931,148097,10482,1020893,40410187245,,4.53,4.53,11.0,11.0,11116.828369244482
South Carolina,1996,4711847106,644411,39922,3796200,126489066563,,4.15,4.15,22.0,22.0,7311.866349270885
South Dakota,1996,898662696,143331,9641,742213,26400082999,,3.79,3.79,37.0,37.0,6269.841806727086
Tennessee,1996,5924903573,871742,53403,5416643,193925425732,,3.4,3.4,47.0,47.0,6796.625117293878
Texas,1996,28824602924,3828975,240371,19340342,695383965468,,4.61,4.61,10.0,10.0,7528.0206645381595
Utah,1996,2605182156,469256,20039,2067976,67005802631,,4.33,4.33,16.0,16.0,5551.729026373664
Vermont,1996,1026353403,104659,7676,593701,21809727430,,5.24,5.24,4.0,4.0,9806.642553435442
Virginia,1996,9067012204,1066961,74731,6750884,281487012052,,3.59,3.59,41.0,41.0,8497.979030161365
Washington,1996,7986528440,974504,46907,5569753,231566534038,,3.84,3.84,34.0,34.0,8195.480408494988
West Virginia,1996,2640678801,302929,21073,1822808,54917309777,,5.35,5.35,2.0,2.0,8717.15418794503
Wisconsin,1996,8540114236,879259,55033,5229986,202590656988,,4.69,4.69,8.0,8.0,9712.853932686501
Wyoming,1996,845401031,99043,6734,488167,17783654572,,5.29,5.29,3.0,3.0,8535.69692961643
Alabama,1997,5053614992,739321,45035,4367935,146416641570,,3.79,3.79,35.0,35.0,6835.481464749412
Alaska,1997,1519982614,132123,7418,612968,26915770033,,6.2,6.2,1.0,1.0,11504.299887226296
Arizona,1997,5203464733,808089,40521,4736990,168292656994,,3.39,3.39,47.0,47.0,6439.222329471135
Arkansas,1997,2989524478,456289,26681,2601090,81803899661,,4.01,4.01,28.0,28.0,6551.822371347984
California,1997,45567470254,5634519,248818,32486010,1375151315645,,3.64,3.64,41.0,41.0,8087.197905269288
Colorado,1997,5406522745,686152,36398,4018293,173254203410,,3.42,3.42,45.0,45.0,7879.482600065292
Connecticut,1997,6626098858,533467,36551,3349348,183823214900,,3.95,3.95,33.0,33.0,12420.822390138472
Delaware,1997,1155522077,111960,6642,751487,31691922527,,4.0,4.0,29.0,29.0,10320.847418720972
District of Columbia,1997,900238069,73504,5288,567736,31611221644,,3.12,3.12,51.0,51.0,12247.470464192425
Florida,1997,17717236366,2295671,120471,15186304,600430154205,,3.24,3.24,49.0,49.0,7717.672247460547
Georgia,1997,10808172699,1375980,81795,7685099,292186897104,,4.06,4.06,25.0,25.0,7854.890840709894
Hawaii,1997,1547246855,189780,10576,1211640,49709719060,,3.41,3.41,46.0,46.0,8152.844635894193
Idaho,1997,1604870200,244510,13078,1228520,41160722355,,4.28,4.28,15.0,15.0,6563.61784794078
Illinois,1997,17349658515,1990513,116274,12185715,539572807666,,3.53,3.53,42.0,42.0,8716.174430913035
Indiana,1997,8672089894,978232,56708,5955267,223557494608,,4.26,4.26,16.0,16.0,8865.064620662582
Iowa,1997,4180450838,488307,32593,2891119,108986855052,,4.21,4.21,18.0,18.0,8561.11183743014
Kansas,1997,3733703130,461073,30875,2635292,102466909137,,4.0,4.0,30.0,30.0,8097.856803586417
Kentucky,1997,4853379379,653628,39331,3952747,131710852927,,4.04,4.04,26.0,26.0,7425.292947976525
Louisiana,1997,5604412024,758374,47334,4421071,147069726714,,4.18,4.18,19.0,19.0,7390.037137349118
Maine,1997,1993502933,208251,15551,1254774,45444100921,,4.81,4.81,6.0,6.0,9572.59716880111
Maryland,1997,8128391081,817013,47943,5157328,236480853114,,3.77,3.77,36.0,36.0,9948.912784741491
Massachusetts,1997,10267840556,944192,64574,6226058,302442452652,,3.72,3.72,38.0,38.0,10874.737930420932
Michigan,1997,16696950921,1591107,88051,9809051,397177500480,,4.61,4.61,7.0,7.0,10493.92084944633
Minnesota,1997,7584362623,852685,48245,4763390,201016242170,,4.14,4.14,21.0,21.0,8894.682823082381
Mississippi,1997,3010881947,490565,29293,2777004,83158521637,,3.97,3.97,31.0,31.0,6137.580029150062
Missouri,1997,7049046060,900138,59428,5481193,209274061362,,3.7,3.7,39.0,39.0,7831.072635529219
Montana,1997,1292485560,161993,10268,889865,27947900061,,5.07,5.07,4.0,4.0,7978.650682436895
Nebraska,1997,2425538612,292681,20174,1686418,65460412775,,4.07,4.07,24.0,24.0,8287.31148246726
Nevada,1997,2184624073,295972,14805,1764104,75672969396,,3.17,3.17,50.0,50.0,7381.184953306394
