State,Year,Inflation Adjusted Total Spending,Num Students,Num Teachers,Population,Personal Income,NAEP Scores,Effort,Alternative Effort,Alternative Effort Ranked,Effort Ranked,Inflation Adjusted Exp Per Student
New Hampshire,1997,1726548553,200149,12692,1189425,51838633300,,3.65,3.65,40.0,40.0,8626.316159461201
New Jersey,1997,16770313151,1154565,87642,8218808,420027690857,,4.38,4.38,12.0,12.0,14525.222184112632
New Mexico,1997,2308859055,331673,19971,1774839,56895680955,,4.45,4.45,10.0,10.0,6961.251157013082
New York,1997,35237074943,2706540,185104,18656546,884836582518,,4.37,4.37,13.0,13.0,13019.233021865555
North Carolina,1997,9038033910,1234144,75239,7656825,289289143365,,3.43,3.43,44.0,44.0,7323.32200294293
North Dakota,1997,833806886,118572,7892,649716,21454438992,,4.26,4.26,17.0,17.0,7032.072377964443
Ohio,1997,15924828701,1842398,108515,11277357,440597224406,,3.97,3.97,32.0,32.0,8643.5334281735
Oklahoma,1997,4365824217,620329,39568,3372917,110729557919,,4.33,4.33,14.0,14.0,7037.917326128554
Oregon,1997,4833223041,539118,26757,3304310,128774618264,,4.12,4.12,22.0,22.0,8965.055963629484
Pennsylvania,1997,18200646336,1785557,106432,12227814,494674761953,,4.04,4.04,27.0,27.0,10193.259770480583
Rhode Island,1997,1690856021,149950,10656,1025353,41493652449,,4.47,4.47,9.0,9.0,11276.132184061355
South Carolina,1997,4878155445,650570,41463,3859696,130656444470,,4.1,4.1,23.0,23.0,7498.279116774521
South Dakota,1997,925109551,141708,9625,744223,26182295591,,3.88,3.88,34.0,34.0,6528.280344087842
Tennessee,1997,6133257341,849303,54790,5499233,199342088316,,3.38,3.38,48.0,48.0,7221.518516948604
Texas,1997,29472813338,3891877,247650,19740317,735621894864,,4.4,4.4,11.0,11.0,7572.9046262253405
Utah,1997,2666056031,469890,19734,2119784,70301998419,,4.16,4.16,20.0,20.0,5673.787548149567
Vermont,1997,1042929446,104529,7751,597239,22329996843,,5.12,5.12,3.0,3.0,9977.41723349501
Virginia,1997,9370774473,1080130,74526,6829183,291092605585,,3.53,3.53,43.0,43.0,8675.598745521373
Washington,1997,8327821219,991235,48307,5674747,242280099631,,3.77,3.77,37.0,37.0,8401.460016040595
West Virginia,1997,2651104720,300538,20888,1819113,55509432957,,5.24,5.24,2.0,2.0,8821.196387811193
Wisconsin,1997,8736259762,881780,54769,5266213,208630791190,,4.59,4.59,8.0,8.0,9907.527684910068
Wyoming,1997,840008199,96778,6729,489451,18516023224,,4.98,4.98,5.0,5.0,8679.743319762756
Alabama,1998,5276014161,737639,45967,4404701,153311414673,,3.78,3.78,33.0,33.0,7152.569428948306
Alaska,1998,1546843853,135374,7625,619932,27784571606,,6.11,6.11,1.0,1.0,11426.447124263152
Arizona,1998,5389235899,840203,41129,4883342,181080341208,,3.27,3.27,46.0,46.0,6414.20692261275
Arkansas,1998,3047490179,450545,26931,2626289,85489727096,,3.91,3.91,31.0,31.0,6764.008432010121
California,1998,46747411336,5752817,268535,32987675,1472400076051,,3.49,3.49,41.0,41.0,8126.0035450458445
Colorado,1998,5630240118,697888,37840,4116639,188816368443,,3.27,3.27,47.0,47.0,8067.5410925535325
Connecticut,1998,6901427710,544698,37658,3365352,195299102821,,3.88,3.88,32.0,32.0,12670.191023282627
Delaware,1998,1186754755,113312,6850,763335,34514712835,,3.78,3.78,34.0,34.0,10473.336936952837
District of Columbia,1998,943262697,68206,4388,565230,33029044665,,3.14,3.14,50.0,50.0,13829.614652669854
Florida,1998,18403118257,2337757,124473,15486559,637882503456,,3.17,3.17,49.0,49.0,7872.126254781827
Georgia,1998,11608270003,1401291,86244,7863536,315512603842,,4.04,4.04,22.0,22.0,8283.982415501134
Hawaii,1998,1555142521,187969,10653,1215233,49897191607,,3.42,3.42,45.0,45.0,8273.39891684267
Idaho,1998,1685734533,244722,13207,1252330,43826750853,,4.22,4.22,15.0,15.0,6888.365300218206
Illinois,1998,18496384083,2007737,118734,12271847,563452920937,,3.61,3.6,39.0,39.0,9212.553279139649
Indiana,1998,9106760183,984124,57371,5998880,237515024940,,4.21,4.21,16.0,16.0,9253.67147127801
Iowa,1998,4229561025,488465,32700,2902872,112471798613,,4.13,4.13,18.0,18.0,8658.882468549435
Kansas,1998,3863197553,459997,31527,2660598,107075322956,,3.96,3.96,26.0,26.0,8398.310321589053
Kentucky,1998,5026018181,491667,40488,3985390,137348534460,,4.02,4.02,25.0,25.0,10222.402929218353
Louisiana,1998,5799230263,751508,48599,4440344,151763319604,,4.2,4.2,17.0,17.0,7716.791122649393
Maine,1998,2053227164,205601,15700,1259127,47883732381,,4.71,4.71,6.0,6.0,9986.46487127981
Maryland,1998,8384016272,834506,48318,5204464,251345727450,,3.66,3.66,38.0,38.0,10046.681835720774
Massachusetts,1998,10807830373,963390,67170,6271838,316625857979,,3.75,3.75,35.0,35.0,11218.541165052575
Michigan,1998,17384823005,1603658,90529,9847942,414366595610,,4.61,4.61,7.0,7.0,10840.72975971186
Minnesota,1998,7935647376,856410,51998,4813412,215482931037,,4.04,4.04,23.0,23.0,9266.177854065225
Mississippi,1998,3118119903,487274,29441,2804834,86817717496,,3.94,3.94,29.0,29.0,6399.109952511318
Missouri,1998,7272343013,902950,60889,5521765,216512744798,,3.69,3.69,37.0,37.0,8053.981962456393
Montana,1998,1299488398,159620,10228,892431,29422242373,,4.85,4.85,5.0,5.0,8141.137689512592
Nebraska,1998,2476493478,291140,20065,1695816,68808860851,,3.95,3.95,27.0,27.0,8506.194538709899
Nevada,1998,2363226499,310538,16053,1853191,83258310564,,3.12,3.12,51.0,51.0,7610.10407421958
New Hampshire,1998,1790693097,204044,12931,1205940,56033280304,,3.51,3.51,40.0,40.0,8776.014472368704
New Jersey,1998,17505974414,1165244,89671,8287418,440583592500,,4.36,4.36,11.0,11.0,15023.440939408398
New Mexico,1998,2431719146,328715,19647,1793484,58839576488,,4.54,4.54,8.0,8.0,7397.651905145795
New York,1998,36556991272,2720703,190874,18755906,921220252808,,4.36,4.36,12.0,12.0,13436.597552911877
North Carolina,1998,9651215167,1254739,77785,7809121,304887453579,,3.48,3.48,42.0,42.0,7691.810939964407
North Dakota,1998,850414490,114927,8070,647532,23168815646,,4.03,4.03,24.0,24.0,7399.605749736789
Ohio,1998,16505697859,1844617,110761,11311536,458974372925,,3.95,3.95,28.0,28.0,8948.035206766499
Oklahoma,1998,4531574330,625322,40215,3405194,114861506447,,4.33,4.33,13.0,13.0,7246.785384170075
Oregon,1998,5039225981,540041,26935,3352449,134016441200,,4.13,4.13,19.0,19.0,9331.19148546129
Pennsylvania,1998,18400176326,1786550,108014,12245672,513280253382,,3.94,3.94,30.0,30.0,10299.278680137695
Rhode Island,1998,1745703820,151195,10598,1031155,43576736490,,4.4,4.4,10.0,10.0,11546.041998743345
South Carolina,1998,5111289334,655650,42336,3919235,137946728334,,4.07,4.07,21.0,21.0,7795.758917105163
South Dakota,1998,947440318,132277,9282,746058,27839175970,,3.74,3.74,36.0,36.0,7162.547668906915
Tennessee,1998,6307692537,877993,54142,5570045,214793014103,,3.22,3.22,48.0,48.0,7184.217342279494
Texas,1998,30498990918,3945367,254557,20157531,788487014158,,4.25,4.25,14.0,14.0,7730.330516273898
Utah,1998,2754427072,467742,21115,2165960,74032473817,,4.09,4.09,20.0,20.0,5888.774307203544
Vermont,1998,1077810167,104779,7909,600416,23637400847,,5.01,5.01,4.0,4.0,10286.509386422851
Virginia,1998,9704975688,1091455,77575,6900918,306876218135,,3.47,3.47,44.0,44.0,8891.778120032433
Washington,1998,8291655386,999616,49074,5769562,261337712505,,3.48,3.48,43.0,43.0,8294.84060479224
West Virginia,1998,2701190900,296674,20947,1815609,56959407127,,5.21,5.21,2.0,2.0,9104.912799908318
Wisconsin,1998,9002312426,879542,55732,5297672,219831953882,,4.5,4.5,9.0,9.0,10235.227454743492
Wyoming,1998,886030549,94988,6677,490787,19377033402,,5.02,5.02,3.0,3.0,9327.815608287363
Alabama,1999,5584292106,730184,47766,4430141,156071877892,,3.97,3.97,32.0,32.0,7647.787552178629
Alaska,1999,1582584958,134391,8118,624779,28174617967,,6.23,6.23,1.0,1.0,11775.974269110282
Arizona,1999,5734939092,849259,42352,5023823,188056677814,,3.38,3.38,47.0,47.0,6752.874084348827
Arkansas,1999,3182998876,450085,27953,2651860,87460089701,,4.04,4.04,28.0,28.0,7071.995014275081
California,1999,50987066924,5870624,281784,33499204,1548481269830,,3.65,3.65,40.0,40.0,8685.118809175992
Colorado,1999,5885068898,706848,39434,4226018,200677980971,,3.25,3.25,49.0,49.0,8325.791256394585
Connecticut,1999,7224719184,554261,38772,3386401,202782210378,,3.95,3.95,33.0,33.0,13034.868381502578
Delaware,1999,1253807072,113996,7074,774990,36463755103,,3.82,3.82,34.0,34.0,10998.693568195375
District of Columbia,1999,1043279997,73171,5187,570213,34033511948,,3.4,3.4,46.0,46.0,14258.107679271843
Florida,1999,18568461952,2381594,126796,15759421,658041022816,,3.13,3.13,51.0,51.0,7796.652977795544
Georgia,1999,12246990894,1422941,88658,8045965,331077596301,,4.11,4.1,23.0,23.0,8606.815668393841
Hawaii,1999,1622963792,185761,10639,1210300,50776528013,,3.55,3.55,44.0,44.0,8736.838152249396
Idaho,1999,1742137662,245331,13426,1275674,45781019814,,4.22,4.22,19.0,19.0,7101.172138865451
Illinois,1999,19339744392,2023866,121758,12359020,578440866591,,3.71,3.71,38.0,38.0,9555.842329482288
Indiana,1999,9508797176,983914,58084,6044969,243426363880,,4.33,4.33,14.0,14.0,9664.25640452316
Iowa,1999,4365098205,487087,32822,2917634,113646038894,,4.26,4.26,16.0,16.0,8961.639717340024
Kansas,1999,3973934736,458143,32003,2678338,108838807029,,4.05,4.05,27.0,27.0,8674.005138133727
Kentucky,1999,5131931311,490639,40803,4018053,140967831449,,4.04,4.04,29.0,29.0,10459.688917921323
Louisiana,1999,5871935285,745071,49124,4460811,152970145987,,4.26,4.26,17.0,17.0,7881.04124976009
Maine,1999,2145467608,208895,15890,1266808,49483938569,,4.81,4.81,7.0,7.0,10270.555101845424
Maryland,1999,8752210914,840516,49840,5254509,262573071309,,3.7,3.7,39.0,39.0,10412.902210070957
Massachusetts,1999,11451906083,967336,69752,6317345,332508375746,,3.82,3.82,35.0,35.0,11838.602184763102
Michigan,1999,18713289894,1606825,93220,9897116,428439995281,,4.85,4.85,6.0,6.0,11646.128168282172
Minnesota,1999,8211051954,855034,54449,4873481,222904394387,,4.09,4.09,25.0,25.0,9603.187655695563
Mississippi,1999,3356896362,485322,31140,2828408,88256945144,,4.22,4.22,20.0,20.0,6916.843584259523
Missouri,1999,7562624191,905090,62449,5561948,221652236079,,3.79,3.79,37.0,37.0,8355.65986918428
Montana,1999,1330215447,157204,10221,897507,29557272291,,4.99,4.99,4.0,4.0,8461.715013612886
Nebraska,1999,2576132369,288261,20310,1704764,70858280886,,4.03,4.03,30.0,30.0,8936.80507942455
Nevada,1999,2507890057,324900,16415,1934718,88416406750,,3.15,3.15,50.0,50.0,7718.959855340105
New Hampshire,1999,1896834740,206154,13290,1222014,58775405802,,3.58,3.58,42.0,42.0,9201.057170852857
New Jersey,1999,17821841153,1195618,92264,8359592,453876610701,,4.36,4.36,13.0,13.0,14905.965913025731
New Mexico,1999,2527691183,324489,19981,1808082,59252583721,,4.73,4.73,8.0,8.0,7789.759230667295
New York,1999,38021173106,2735181,197253,18882725,959236539978,,4.4,4.4,12.0,12.0,13900.788688573079
North Carolina,1999,10314281466,1275893,79531,7949361,314955077480,,3.63,3.63,41.0,41.0,8083.9705727674655
North Dakota,1999,854403778,112751,7974,644259,23125402736,,4.1,4.1,24.0,24.0,7577.793349948116
Ohio,1999,17349712886,1843224,113984,11335454,466464724120,,4.13,4.13,22.0,22.0,9412.69910005512
Oklahoma,1999,4523217004,623895,40876,3437147,116035096601,,4.33,4.33,15.0,15.0,7249.965144775964
Oregon,1999,5210148904,542085,27152,3393941,137178619374,,4.21,4.21,21.0,21.0,9611.313546768495
Pennsylvania,1999,18881535465,1787992,111065,12263805,526389400041,,3.98,3.98,31.0,31.0,10560.190126689606
Rhode Island,1999,1862922256,152989,11124,1040402,44883689981,,4.61,4.61,9.0,9.0,12176.83791645151
South Carolina,1999,5465646359,666780,43689,3974682,142646779619,,4.25,4.25,18.0,18.0,8197.076035573953
South Dakota,1999,986857159,130877,9273,750412,28672765766,,3.82,3.82,36.0,36.0,7540.34061752638
Tennessee,1999,6594756520,892861,59258,5638706,219602317153,,3.33,3.33,48.0,48.0,7386.095394467896
Texas,1999,33562200876,3991783,259739,20558220,816829933374,,4.56,4.56,10.0,10.0,8407.821987317448
Utah,1999,2811687836,467098,21501,2203482,76715666243,,4.07,4.07,26.0,26.0,6019.4816419680665
Vermont,1999,1163636089,104189,8221,604683,24732691244,,5.22,5.22,3.0,3.0,11168.511925443185
Virginia,1999,10373527167,1110427,79323,7000174,323311348405,,3.56,3.56,43.0,43.0,9341.92627430709
Washington,1999,8557980551,1003714,49671,5842564,274479889918,,3.46,3.46,45.0,45.0,8526.31382146707
West Virginia,1999,2790670319,291198,20989,1811799,57556588094,,5.38,5.38,2.0,2.0,9583.411695822087
Wisconsin,1999,9162791641,877757,61176,5332666,225419723962,,4.51,4.51,11.0,11.0,10438.870485795043
Wyoming,1999,914540669,92254,6713,491780,20393283826,,4.98,4.98,5.0,5.0,9913.290144600776
Alabama,2000,5711146885,729156,48624,4452173,159109322107,,4.02,4.02,29.0,29.0,7832.544592652327
Alaska,2000,1611833604,133356,7838,627963,29483691546,,6.13,6.13,1.0,1.0,12086.697291460452
Arizona,2000,6355483034,874943,43892,5160586,198803871223,,3.58,3.58,43.0,43.0,7263.8823717659325
Arkansas,2000,3285447149,448544,31362,2678588,89528591252,,4.11,4.11,27.0,27.0,7324.693115948491
California,2000,56273247899,5972363,287433,33987977,1665122048589,,3.79,3.79,37.0,37.0,9422.275219875282
Colorado,2000,6240163556,724508,40772,4326921,217213869599,,3.22,3.22,49.0,49.0,8612.96708386933
Connecticut,2000,7466425806,562179,39907,3411777,215936209192,,3.87,3.87,34.0,34.0,13281.22502975031
Delaware,2000,1347165864,114771,7318,786373,39153294518,,3.86,3.86,36.0,36.0,11737.85942441906
District of Columbia,2000,1088905348,64757,4812,572046,36408402438,,3.35,3.35,47.0,47.0,16815.253146377996
Florida,2000,19702768568,2436159,130336,16047515,693438181672,,3.18,3.18,50.0,50.0,8087.636549174335
Georgia,2000,13129497037,1444937,90638,8227303,348665610357,,4.22,4.22,21.0,21.0,9086.553280177613
Hawaii,2000,1594695987,184281,10866,1213519,52395677097,,3.41,3.41,46.0,46.0,8653.610448174255
Idaho,2000,1840230996,245117,13641,1299430,48150661041,,4.28,4.28,18.0,18.0,7507.5616787085355
Illinois,2000,20504041015,2044606,124815,12434161,605604718766,,3.79,3.79,38.0,38.0,10028.358038174592
Indiana,2000,9899554749,985152,58864,6091866,252550775888,,4.39,4.39,16.0,16.0,10048.758718451569
Iowa,2000,4499475684,482724,33480,2929067,118122134839,,4.27,4.27,19.0,19.0,9321.010937927264
Kansas,2000,4281527511,456007,32969,2693681,111715477724,,4.29,4.29,17.0,17.0,9389.170585100668
Kentucky,2000,5308001552,488653,41954,4049021,148010225507,,4.02,4.02,30.0,30.0,10862.517066302673
Louisiana,2000,5883059172,736282,50031,4471885,157225944061,,4.19,4.19,23.0,23.0,7990.225446228483
Maine,2000,2235284761,207154,16349,1277072,51726524302,,4.84,4.84,5.0,5.0,10790.449428927272
Maryland,2000,9239093922,847044,50995,5311034,278270941835,,3.72,3.72,40.0,40.0,10907.454538371088
Massachusetts,2000,12160384642,979733,77596,6361104,360131368036,,3.78,3.78,39.0,39.0,12411.937376815928
Michigan,2000,18679937967,1608275,96094,9952450,444404679629,,4.71,4.71,8.0,8.0,11614.890467737172
Minnesota,2000,8565418405,854284,56010,4933692,235068810356,,4.08,4.08,28.0,28.0,10026.42962410627
Mississippi,2000,3378925508,482996,30722,2848353,90509927248,,4.18,4.18,24.0,24.0,6995.762921432061
Missouri,2000,7968664973,903542,63890,5607285,230553313841,,3.87,3.87,35.0,35.0,8819.363098782347
Montana,2000,1366229365,154585,10353,903773,30648431501,,4.99,4.99,4.0,4.0,8838.046155836595
Nebraska,2000,2711171833,286199,20766,1713820,73032073254,,4.16,4.16,25.0,25.0,9473.030419393499
Nevada,2000,2594701029,339985,17380,2018741,94476680291,,3.08,3.08,51.0,51.0,7631.810312219657
New Hampshire,2000,1991837559,207620,14037,1239882,64414877147,,3.46,3.46,45.0,45.0,9593.66900587612
New Jersey,2000,19375081583,1245009,95883,8430621,485979669979,,4.47,4.47,14.0,14.0,15562.202026652016
New Mexico,2000,2651898764,320303,19797,1821204,62142224565,,4.78,4.78,7.0,7.0,8279.34413352357
New York,2000,40503578584,2734234,202078,19001780,1005256482919,,4.51,4.51,11.0,11.0,14813.501179489393
North Carolina,2000,10756481727,1293592,81914,8081614,326815723153,,3.69,3.69,41.0,41.0,8315.204273835954
North Dakota,2000,877124800,109201,8150,642023,24469377377,,4.02,4.02,31.0,31.0,8032.204833289073
Ohio,2000,18220791918,1824056,116200,11363543,478411209722,,4.27,4.27,20.0,20.0,9989.162568473776
Oklahoma,2000,4918693448,619722,41498,3454365,122227211765,,4.51,4.51,12.0,12.0,7936.935348430426
Oregon,2000,5392822136,544108,27803,3429708,143837161364,,4.2,4.2,22.0,22.0,9911.308299087681
Pennsylvania,2000,19534642346,1801860,114525,12284173,548239954418,,3.99,3.99,32.0,32.0,10841.376325574684
Rhode Island,2000,1922214320,153897,11041,1050268,47060809812,,4.58,4.58,9.0,9.0,12490.265047401834
South Carolina,2000,5891298892,679724,45468,4024223,148628277759,,4.44,4.44,15.0,15.0,8667.192701743648
South Dakota,2000,1044098271,128445,9384,755844,29780603319,,3.93,3.93,33.0,33.0,8128.757608314843
Tennessee,2000,6780756024,881402,60702,5703719,226750581792,,3.35,3.35,48.0,48.0,7693.147989226255
Texas,2000,34814803787,4059619,267935,20944499,865295767605,,4.51,4.51,13.0,13.0,8575.87960520433
Utah,2000,2951233886,466405,21832,2244502,79977488676,,4.13,4.13,26.0,26.0,6327.620600122212
Vermont,2000,1224946761,101944,8474,609618,26057752578,,5.27,5.27,3.0,3.0,12015.878923722828
Virginia,2000,10932092239,1140481,85037,7105817,341130923447,,3.59,3.59,42.0,42.0,9585.510182984197
Washington,2000,8894513655,1004843,50368,5910512,285619581655,,3.49,3.49,44.0,44.0,8851.64513759861
West Virginia,2000,2829568642,285929,21082,1807021,59254603383,,5.35,5.35,2.0,2.0,9896.053362897783
Wisconsin,2000,9506895041,879476,60778,5373999,233955317784,,4.55,4.55,10.0,10.0,10809.726520109702
Wyoming,2000,924180324,89915,6940,494300,21425958277,,4.83,4.83,6.0,6.0,10278.377623310906
Alabama,2001,5619034522,726991,48194,4467634,158763555673,,3.87,3.87,32.0,32.0,7729.166553643718
Alaska,2001,1624438928,134358,7880,633714,30067357092,,5.9,5.9,1.0,1.0,12090.377409607168
Arizona,2001,6821918029,913869,44438,5273477,200083593270,,3.72,3.72,39.0,39.0,7464.875194365932
Arkansas,2001,3568957672,448259,31947,2691571,90834691278,,4.29,4.29,16.0,16.0,7961.820447553758
California,2001,58493441617,6074303,298021,34479458,1661556545686,,3.85,3.85,34.0,34.0,9629.654894890822
Colorado,2001,6512403002,742145,41983,4425687,219413680335,,3.24,3.24,49.0,49.0,8775.108640494782
Connecticut,2001,7625060601,570228,41044,3432835,219758089479,,3.79,3.79,37.0,37.0,13371.950519792083
Delaware,2001,1356433952,115563,7469,795699,41621271735,,3.56,3.56,42.0,42.0,11737.61456521551
District of Columbia,2001,1153585540,71073,4949,574504,36348400300,,3.47,3.47,46.0,46.0,16230.995455376866
Florida,2001,19641964098,2504916,132030,16356966,702602014577,,3.05,3.05,51.0,51.0,7841.3663763575305
Georgia,2001,13722054810,1470634,91043,8377038,352790898879,,4.25,4.25,20.0,20.0,9330.706899201297
Hawaii,2001,1704755360,184432,10927,1225948,52665013524,,3.54,3.54,43.0,43.0,9243.273184696798
Idaho,2001,1873441335,246521,13714,1319962,48217563263,,4.24,4.24,21.0,21.0,7599.520263993737
Illinois,2001,20836628942,2066775,127620,12488445,605120071109,,3.76,3.76,38.0,38.0,10081.711333841371
Indiana,2001,9740843981,992266,59226,6127760,248929812927,,4.27,4.27,19.0,19.0,9816.766855863247
Iowa,2001,4508229814,481123,34636,2931997,117103497211,,4.21,4.21,22.0,22.0,9370.223028206925
Kansas,2001,4362995346,455831,32742,2702162,111227874385,,4.29,4.29,17.0,17.0,9571.519589496984
Kentucky,2001,5396792662,648701,39589,4068132,147476618278,,4.0,4.0,28.0,28.0,8319.383910306906
Louisiana,2001,6071874204,728267,49915,4477875,162025179629,,4.09,4.09,24.0,24.0,8337.428723256719
Maine,2001,2291916815,205289,16559,1285692,52570877856,,4.76,4.76,6.0,6.0,11164.343023737269
Maryland,2001,9457864443,854937,52433,5374691,282699745263,,3.65,3.65,40.0,40.0,11062.644900150537
Massachusetts,2001,12588985533,973467,67432,6397634,361091824567,,3.81,3.81,36.0,36.0,12932.113295057768
Michigan,2001,18933054558,1694815,97031,9991120,435553562777,,4.75,4.75,7.0,7.0,11171.162963509292
Minnesota,2001,8327374426,851384,53457,4982796,235968534656,,3.86,3.86,33.0,33.0,9780.985343863638
Mississippi,2001,3340422972,479311,31006,2852994,92002256678,,3.97,3.97,29.0,29.0,6969.218257039793
